week,category,geography,issue_count,avg_churn_score,change_percentage,trend,severity
2025-W36,billing_downgrade,Indore,4,0.5225,-50.0,decreasing,low
2025-W37,billing_downgrade,Indore,7,0.40857142857142853,75.0,increasing,low
2025-W38,billing_downgrade,Indore,3,0.4366666666666667,-57.14,decreasing,low
2025-W39,billing_downgrade,Indore,1,0.82,-66.67,decreasing,low
2025-W40,billing_downgrade,Indore,5,0.592,400.0,increasing,low
2025-W41,billing_downgrade,Indore,4,0.3375,-20.0,decreasing,low
2025-W42,billing_downgrade,Indore,4,0.725,0.0,stable,low
2025-W43,billing_downgrade,Indore,5,0.48600000000000004,25.0,increasing,low
2025-W44,billing_downgrade,Indore,5,0.526,0.0,stable,low
2025-W45,billing_downgrade,Indore,4,0.6875,-20.0,decreasing,low
2025-W32,billing_downgrade,Jaipur,1,0.08,0.0,stable,low
2025-W33,billing_downgrade,Jaipur,3,0.6,200.0,increasing,low
2025-W34,billing_downgrade,Jaipur,5,0.572,66.67,increasing,low
2025-W35,billing_downgrade,Jaipur,8,0.41125,60.0,increasing,low
2025-W36,billing_downgrade,Jaipur,7,0.5042857142857142,-12.5,decreasing,low
2025-W37,billing_downgrade,Jaipur,4,0.61,-42.86,decreasing,low
2025-W38,billing_downgrade,Jaipur,6,0.425,50.0,increasing,low
2025-W39,billing_downgrade,Jaipur,2,0.7749999999999999,-66.67,decreasing,low
2025-W40,billing_downgrade,Jaipur,8,0.52,300.0,increasing,low
2025-W41,billing_downgrade,Jaipur,4,0.4975,-50.0,decreasing,low
2025-W42,billing_downgrade,Jaipur,3,0.39999999999999997,-25.0,decreasing,low
2025-W43,billing_downgrade,Jaipur,6,0.48333333333333334,100.0,increasing,low
2025-W44,billing_downgrade,Jaipur,3,0.5066666666666667,-50.0,decreasing,low
2025-W32,billing_downgrade,Kochi,1,0.22,0.0,stable,low
2025-W33,billing_downgrade,Kochi,4,0.855,300.0,increasing,low
2025-W34,billing_downgrade,Kochi,5,0.49000000000000005,25.0,increasing,low
2025-W35,billing_downgrade,Kochi,8,0.56625,60.0,increasing,low
2025-W36,billing_downgrade,Kochi,5,0.54,-37.5,decreasing,low
2025-W37,billing_downgrade,Kochi,8,0.4375,60.0,increasing,low
2025-W38,billing_downgrade,Kochi,6,0.6649999999999999,-25.0,decreasing,low
2025-W39,billing_downgrade,Kochi,7,0.5914285714285715,16.67,increasing,low
2025-W40,billing_downgrade,Kochi,7,0.5528571428571428,0.0,stable,low
2025-W41,billing_downgrade,Kochi,5,0.738,-28.57,decreasing,low
2025-W42,billing_downgrade,Kochi,5,0.658,0.0,stable,low
2025-W43,billing_downgrade,Kochi,7,0.4928571428571429,40.0,increasing,low
2025-W44,billing_downgrade,Kochi,12,0.5016666666666666,71.43,increasing,low
2025-W45,billing_downgrade,Kochi,5,0.514,-58.33,decreasing,low
2025-W32,billing_downgrade,Kolkata,3,0.5,0.0,stable,low
2025-W33,billing_downgrade,Kolkata,1,0.26,-66.67,decreasing,low
2025-W34,billing_downgrade,Kolkata,2,0.62,100.0,increasing,low
2025-W35,billing_downgrade,Kolkata,2,0.535,0.0,stable,low
2025-W36,billing_downgrade,Kolkata,8,0.59125,300.0,increasing,low
2025-W37,billing_downgrade,Kolkata,5,0.388,-37.5,decreasing,low
2025-W38,billing_downgrade,Kolkata,8,0.38125,60.0,increasing,low
2025-W39,billing_downgrade,Kolkata,3,0.57,-62.5,decreasing,low
2025-W40,billing_downgrade,Kolkata,9,0.5355555555555556,200.0,increasing,low
2025-W41,billing_downgrade,Kolkata,6,0.595,-33.33,decreasing,low
2025-W42,billing_downgrade,Kolkata,7,0.5157142857142857,16.67,increasing,low
2025-W43,billing_downgrade,Kolkata,5,0.6,-28.57,decreasing,low
2025-W44,billing_downgrade,Kolkata,6,0.365,20.0,increasing,low
2025-W45,billing_downgrade,Kolkata,3,0.7433333333333333,-50.0,decreasing,low
2025-W32,billing_downgrade,Lucknow,2,0.55,0.0,stable,low
2025-W33,billing_downgrade,Lucknow,9,0.5388888888888889,350.0,increasing,low
2025-W34,billing_downgrade,Lucknow,5,0.524,-44.44,decreasing,low
2025-W35,billing_downgrade,Lucknow,7,0.3885714285714285,40.0,increasing,low
2025-W36,billing_downgrade,Lucknow,4,0.38749999999999996,-42.86,decreasing,low
2025-W37,billing_downgrade,Lucknow,5,0.644,25.0,increasing,low
2025-W38,billing_downgrade,Lucknow,1,0.94,-80.0,decreasing,low
2025-W39,billing_downgrade,Lucknow,3,0.3866666666666667,200.0,increasing,low
2025-W40,billing_downgrade,Lucknow,3,0.21333333333333335,0.0,stable,low
2025-W41,billing_downgrade,Lucknow,5,0.24,66.67,increasing,low
2025-W42,billing_downgrade,Lucknow,1,0.94,-80.0,decreasing,low
2025-W43,billing_downgrade,Lucknow,4,0.46749999999999997,300.0,increasing,low
2025-W44,billing_downgrade,Lucknow,5,0.716,25.0,increasing,low
2025-W45,billing_downgrade,Lucknow,5,0.72,0.0,stable,low
2025-W32,billing_downgrade,Ludhiana,5,0.42800000000000005,0.0,stable,low
2025-W33,billing_downgrade,Ludhiana,2,0.365,-60.0,decreasing,low
2025-W34,billing_downgrade,Ludhiana,6,0.49833333333333335,200.0,increasing,low
2025-W35,billing_downgrade,Ludhiana,4,0.7525,-33.33,decreasing,low
2025-W36,billing_downgrade,Ludhiana,4,0.7175,0.0,stable,low
2025-W37,billing_downgrade,Ludhiana,2,0.495,-50.0,decreasing,low
2025-W38,billing_downgrade,Ludhiana,1,0.71,-50.0,decreasing,low
2025-W39,billing_downgrade,Ludhiana,3,0.25666666666666665,200.0,increasing,low
2025-W40,billing_downgrade,Ludhiana,6,0.59,100.0,increasing,low
2025-W41,billing_downgrade,Ludhiana,5,0.43,-16.67,decreasing,low
2025-W42,billing_downgrade,Ludhiana,5,0.6599999999999999,0.0,stable,low
2025-W43,billing_downgrade,Ludhiana,4,0.515,-20.0,decreasing,low
2025-W44,billing_downgrade,Ludhiana,4,0.41000000000000003,0.0,stable,low
2025-W45,billing_downgrade,Ludhiana,2,0.825,-50.0,decreasing,low
2025-W32,billing_downgrade,Mumbai,1,0.36,0.0,stable,low
2025-W33,billing_downgrade,Mumbai,6,0.26,500.0,increasing,low
2025-W34,billing_downgrade,Mumbai,4,0.5325,-33.33,decreasing,low
2025-W35,billing_downgrade,Mumbai,2,0.6799999999999999,-50.0,decreasing,low
2025-W36,billing_downgrade,Mumbai,7,0.5442857142857143,250.0,increasing,low
2025-W37,billing_downgrade,Mumbai,5,0.45,-28.57,decreasing,low
2025-W38,billing_downgrade,Mumbai,7,0.8128571428571428,40.0,increasing,low
2025-W39,billing_downgrade,Mumbai,3,0.43999999999999995,-57.14,decreasing,low
2025-W40,billing_downgrade,Mumbai,5,0.462,66.67,increasing,low
2025-W41,billing_downgrade,Mumbai,2,0.84,-60.0,decreasing,low
2025-W42,billing_downgrade,Mumbai,6,0.45166666666666666,200.0,increasing,low
2025-W43,billing_downgrade,Mumbai,6,0.45,0.0,stable,low
2025-W44,billing_downgrade,Mumbai,7,0.5385714285714286,16.67,increasing,low
2025-W45,billing_downgrade,Mumbai,4,0.47,-42.86,decreasing,low
2025-W32,billing_downgrade,Nagpur,2,0.47500000000000003,0.0,stable,low
2025-W33,billing_downgrade,Nagpur,10,0.62,400.0,increasing,low
2025-W34,billing_downgrade,Nagpur,4,0.7050000000000001,-60.0,decreasing,low
2025-W35,billing_downgrade,Nagpur,2,0.15000000000000002,-50.0,decreasing,low
2025-W36,billing_downgrade,Nagpur,3,0.68,50.0,increasing,low
2025-W37,billing_downgrade,Nagpur,1,0.12,-66.67,decreasing,low
2025-W38,billing_downgrade,Nagpur,6,0.6016666666666667,500.0,increasing,low
2025-W39,billing_downgrade,Nagpur,5,0.47400000000000003,-16.67,decreasing,low
2025-W40,billing_downgrade,Nagpur,3,0.4766666666666666,-40.0,decreasing,low
2025-W41,billing_downgrade,Nagpur,4,0.29500000000000004,33.33,increasing,low
2025-W42,billing_downgrade,Nagpur,5,0.27999999999999997,25.0,increasing,low
2025-W43,billing_downgrade,Nagpur,4,0.5449999999999999,-20.0,decreasing,low
2025-W44,billing_downgrade,Nagpur,6,0.6516666666666667,50.0,increasing,low
2025-W45,billing_downgrade,Nagpur,7,0.6057142857142858,16.67,increasing,low
2025-W32,billing_downgrade,Nashik,3,0.38666666666666666,0.0,stable,low
2025-W33,billing_downgrade,Nashik,5,0.654,66.67,increasing,low
2025-W34,billing_downgrade,Nashik,10,0.48100000000000004,100.0,increasing,low
2025-W35,billing_downgrade,Nashik,4,0.5375,-60.0,decreasing,low
2025-W36,billing_downgrade,Nashik,4,0.46,0.0,stable,low
2025-W37,billing_downgrade,Nashik,6,0.56,50.0,increasing,low
2025-W38,billing_downgrade,Nashik,5,0.40800000000000003,-16.67,decreasing,low
2025-W39,billing_downgrade,Nashik,2,0.48,-60.0,decreasing,low
2025-W40,billing_downgrade,Nashik,5,0.33399999999999996,150.0,increasing,low
2025-W41,billing_downgrade,Nashik,6,0.3383333333333333,20.0,increasing,low
2025-W42,billing_downgrade,Nashik,6,0.6066666666666666,0.0,stable,low
2025-W43,billing_downgrade,Nashik,5,0.616,-16.67,decreasing,low
2025-W44,billing_downgrade,Nashik,3,0.4766666666666666,-40.0,decreasing,low
2025-W45,billing_downgrade,Nashik,2,0.385,-33.33,decreasing,low
2025-W32,billing_downgrade,Pune,3,0.5499999999999999,0.0,stable,low
2025-W33,billing_downgrade,Pune,2,0.575,-33.33,decreasing,low
2025-W34,billing_downgrade,Pune,3,0.2366666666666667,50.0,increasing,low
2025-W35,billing_downgrade,Pune,5,0.65,66.67,increasing,low
2025-W36,billing_downgrade,Pune,7,0.3228571428571429,40.0,increasing,low
2025-W37,billing_downgrade,Pune,5,0.5740000000000001,-28.57,decreasing,low
2025-W38,billing_downgrade,Pune,7,0.5114285714285715,40.0,increasing,low
2025-W39,billing_downgrade,Pune,3,0.7033333333333333,-57.14,decreasing,low
2025-W40,billing_downgrade,Pune,8,0.5549999999999999,166.67,increasing,low
2025-W41,billing_downgrade,Pune,4,0.5549999999999999,-50.0,decreasing,low
2025-W42,billing_downgrade,Pune,3,0.5,-25.0,decreasing,low
2025-W43,billing_downgrade,Pune,7,0.42142857142857143,133.33,increasing,low
2025-W44,billing_downgrade,Pune,7,0.3985714285714286,0.0,stable,low
2025-W45,billing_downgrade,Pune,6,0.6883333333333334,-14.29,decreasing,low
2025-W32,billing_downgrade,Surat,5,0.418,0.0,stable,low
2025-W33,billing_downgrade,Surat,6,0.62,20.0,increasing,low
2025-W34,billing_downgrade,Surat,1,0.87,-83.33,decreasing,low
2025-W35,billing_downgrade,Surat,9,0.5355555555555556,800.0,increasing,low
2025-W36,billing_downgrade,Surat,7,0.38,-22.22,decreasing,low
2025-W37,billing_downgrade,Surat,6,0.315,-14.29,decreasing,low
2025-W38,billing_downgrade,Surat,5,0.5439999999999999,-16.67,decreasing,low
2025-W39,billing_downgrade,Surat,6,0.325,20.0,increasing,low
2025-W40,billing_downgrade,Surat,4,0.525,-33.33,decreasing,low
2025-W41,billing_downgrade,Surat,3,0.13333333333333333,-25.0,decreasing,low
2025-W42,billing_downgrade,Surat,6,0.4216666666666667,100.0,increasing,low
2025-W43,billing_downgrade,Surat,5,0.312,-16.67,decreasing,low
2025-W44,billing_downgrade,Surat,6,0.635,20.0,increasing,low
2025-W45,billing_downgrade,Surat,4,0.375,-33.33,decreasing,low
2025-W32,billing_downgrade,Vadodara,1,0.49,0.0,stable,low
2025-W33,billing_downgrade,Vadodara,5,0.63,400.0,increasing,low
2025-W34,billing_downgrade,Vadodara,6,0.585,20.0,increasing,low
2025-W35,billing_downgrade,Vadodara,3,0.3166666666666667,-50.0,decreasing,low
2025-W36,billing_downgrade,Vadodara,1,0.44,-66.67,decreasing,low
2025-W37,billing_downgrade,Vadodara,5,0.362,400.0,increasing,low
2025-W38,billing_downgrade,Vadodara,1,0.27,-80.0,decreasing,low
2025-W39,billing_downgrade,Vadodara,5,0.52,400.0,increasing,low
2025-W40,billing_downgrade,Vadodara,2,0.55,-60.0,decreasing,low
2025-W41,billing_downgrade,Vadodara,4,0.73,100.0,increasing,low
2025-W42,billing_downgrade,Vadodara,5,0.52,25.0,increasing,low
2025-W43,billing_downgrade,Vadodara,2,0.395,-60.0,decreasing,low
2025-W44,billing_downgrade,Vadodara,3,0.45333333333333337,50.0,increasing,low
2025-W45,billing_downgrade,Vadodara,2,0.28500000000000003,-33.33,decreasing,low
2025-W32,billing_overcharge,Agra,4,0.51,0.0,stable,low
2025-W33,billing_overcharge,Agra,4,0.4175,0.0,stable,low
2025-W34,billing_overcharge,Agra,8,0.3275,100.0,increasing,low
2025-W35,billing_overcharge,Agra,10,0.382,25.0,increasing,low
2025-W36,billing_overcharge,Agra,12,0.395,20.0,increasing,low
2025-W37,billing_overcharge,Agra,8,0.385,-33.33,decreasing,low
2025-W38,billing_overcharge,Agra,12,0.38999999999999996,50.0,increasing,low
2025-W39,billing_overcharge,Agra,7,0.41428571428571426,-41.67,decreasing,low
2025-W40,billing_overcharge,Agra,7,0.37,0.0,stable,low
2025-W41,billing_overcharge,Agra,10,0.348,42.86,increasing,low
2025-W42,billing_overcharge,Agra,4,0.3425,-60.0,decreasing,low
2025-W43,billing_overcharge,Agra,6,0.41500000000000004,50.0,increasing,low
2025-W44,billing_overcharge,Agra,5,0.42000000000000004,-16.67,decreasing,low
2025-W45,billing_overcharge,Agra,3,0.4533333333333333,-40.0,decreasing,low
2025-W32,billing_overcharge,Ahmedabad,5,0.346,0.0,stable,low
2025-W33,billing_overcharge,Ahmedabad,6,0.39999999999999997,20.0,increasing,low
2025-W34,billing_overcharge,Ahmedabad,5,0.316,-16.67,decreasing,low
2025-W35,billing_overcharge,Ahmedabad,9,0.4033333333333333,80.0,increasing,low
2025-W36,billing_overcharge,Ahmedabad,3,0.44333333333333336,-66.67,decreasing,low
2025-W37,billing_overcharge,Ahmedabad,9,0.38222222222222224,200.0,increasing,low
2025-W38,billing_overcharge,Ahmedabad,4,0.45,-55.56,decreasing,low
2025-W39,billing_overcharge,Ahmedabad,7,0.36,75.0,increasing,low
2025-W40,billing_overcharge,Ahmedabad,12,0.41250000000000003,71.43,increasing,low
2025-W41,billing_overcharge,Ahmedabad,9,0.41333333333333333,-25.0,decreasing,low
2025-W42,billing_overcharge,Ahmedabad,10,0.40800000000000003,11.11,increasing,low
2025-W43,billing_overcharge,Ahmedabad,6,0.325,-40.0,decreasing,low
2025-W44,billing_overcharge,Ahmedabad,5,0.434,-16.67,decreasing,low
2025-W45,billing_overcharge,Ahmedabad,7,0.2814285714285714,40.0,increasing,low
2025-W32,billing_overcharge,Bangalore,3,0.42,0.0,stable,low
2025-W33,billing_overcharge,Bangalore,4,0.315,33.33,increasing,low
2025-W34,billing_overcharge,Bangalore,6,0.3666666666666667,50.0,increasing,low
2025-W35,billing_overcharge,Bangalore,9,0.3733333333333333,50.0,increasing,low
2025-W36,billing_overcharge,Bangalore,9,0.4066666666666667,0.0,stable,low
2025-W37,billing_overcharge,Bangalore,5,0.364,-44.44,decreasing,low
2025-W38,billing_overcharge,Bangalore,3,0.4033333333333333,-40.0,decreasing,low
2025-W39,billing_overcharge,Bangalore,8,0.30625,166.67,increasing,low
2025-W40,billing_overcharge,Bangalore,14,0.375,75.0,increasing,low
2025-W41,billing_overcharge,Bangalore,10,0.363,-28.57,decreasing,low
2025-W42,billing_overcharge,Bangalore,6,0.3416666666666666,-40.0,decreasing,low
2025-W43,billing_overcharge,Bangalore,5,0.356,-16.67,decreasing,low
2025-W44,billing_overcharge,Bangalore,3,0.48,-40.0,decreasing,low
2025-W45,billing_overcharge,Bangalore,3,0.3333333333333333,0.0,stable,low
2025-W33,billing_overcharge,Chandigarh,5,0.33199999999999996,0.0,stable,low
2025-W34,billing_overcharge,Chandigarh,6,0.425,20.0,increasing,low
2025-W35,billing_overcharge,Chandigarh,9,0.33555555555555555,50.0,increasing,low
2025-W36,billing_overcharge,Chandigarh,5,0.42000000000000004,-44.44,decreasing,low
2025-W37,billing_overcharge,Chandigarh,5,0.46399999999999997,0.0,stable,low
2025-W38,billing_overcharge,Chandigarh,8,0.33375,60.0,increasing,low
2025-W39,billing_overcharge,Chandigarh,10,0.368,25.0,increasing,low
2025-W40,billing_overcharge,Chandigarh,5,0.368,-50.0,decreasing,low
2025-W41,billing_overcharge,Chandigarh,5,0.442,0.0,stable,low
2025-W42,billing_overcharge,Chandigarh,2,0.345,-60.0,decreasing,low
2025-W43,billing_overcharge,Chandigarh,7,0.40857142857142853,250.0,increasing,low
2025-W44,billing_overcharge,Chandigarh,3,0.29,-57.14,decreasing,low
2025-W45,billing_overcharge,Chandigarh,4,0.35,33.33,increasing,low
2025-W32,billing_overcharge,Chennai,4,0.305,0.0,stable,low
2025-W33,billing_overcharge,Chennai,5,0.40199999999999997,25.0,increasing,low
2025-W34,billing_overcharge,Chennai,6,0.34833333333333333,20.0,increasing,low
2025-W35,billing_overcharge,Chennai,6,0.3833333333333333,0.0,stable,low
2025-W36,billing_overcharge,Chennai,7,0.40714285714285714,16.67,increasing,low
2025-W37,billing_overcharge,Chennai,11,0.38272727272727275,57.14,increasing,low
2025-W38,billing_overcharge,Chennai,2,0.30000000000000004,-81.82,decreasing,low
2025-W39,billing_overcharge,Chennai,10,0.321,400.0,increasing,low
2025-W40,billing_overcharge,Chennai,10,0.38,0.0,stable,low
2025-W41,billing_overcharge,Chennai,6,0.4566666666666667,-40.0,decreasing,low
2025-W42,billing_overcharge,Chennai,5,0.44000000000000006,-16.67,decreasing,low
2025-W43,billing_overcharge,Chennai,5,0.346,0.0,stable,low
2025-W44,billing_overcharge,Chennai,5,0.316,0.0,stable,low
2025-W45,billing_overcharge,Chennai,2,0.44,-60.0,decreasing,low
2025-W32,billing_overcharge,Coimbatore,3,0.3433333333333333,0.0,stable,low
2025-W33,billing_overcharge,Coimbatore,10,0.395,233.33,increasing,low
2025-W34,billing_overcharge,Coimbatore,7,0.4257142857142857,-30.0,decreasing,low
2025-W35,billing_overcharge,Coimbatore,5,0.308,-28.57,decreasing,low
2025-W36,billing_overcharge,Coimbatore,4,0.335,-20.0,decreasing,low
2025-W37,billing_overcharge,Coimbatore,6,0.42166666666666663,50.0,increasing,low
2025-W38,billing_overcharge,Coimbatore,2,0.265,-66.67,decreasing,low
2025-W39,billing_overcharge,Coimbatore,4,0.405,100.0,increasing,low
2025-W40,billing_overcharge,Coimbatore,5,0.32,25.0,increasing,low
2025-W41,billing_overcharge,Coimbatore,6,0.4116666666666667,20.0,increasing,low
2025-W42,billing_overcharge,Coimbatore,8,0.39625,33.33,increasing,low
2025-W43,billing_overcharge,Coimbatore,12,0.3958333333333333,50.0,increasing,low
2025-W44,billing_overcharge,Coimbatore,4,0.315,-66.67,decreasing,low
2025-W45,billing_overcharge,Coimbatore,2,0.25,-50.0,decreasing,low
2025-W32,billing_overcharge,Delhi,4,0.3325,0.0,stable,low
2025-W33,billing_overcharge,Delhi,7,0.39285714285714285,75.0,increasing,low
2025-W34,billing_overcharge,Delhi,7,0.3228571428571429,0.0,stable,low
2025-W35,billing_overcharge,Delhi,6,0.44,-14.29,decreasing,low
2025-W36,billing_overcharge,Delhi,6,0.33,0.0,stable,low
2025-W37,billing_overcharge,Delhi,7,0.38285714285714284,16.67,increasing,low
2025-W38,billing_overcharge,Delhi,3,0.37666666666666665,-57.14,decreasing,low
2025-W39,billing_overcharge,Delhi,5,0.418,66.67,increasing,low
2025-W40,billing_overcharge,Delhi,10,0.378,100.0,increasing,low
2025-W41,billing_overcharge,Delhi,8,0.36375,-20.0,decreasing,low
2025-W42,billing_overcharge,Delhi,5,0.40199999999999997,-37.5,decreasing,low
2025-W43,billing_overcharge,Delhi,7,0.35428571428571426,40.0,increasing,low
2025-W44,billing_overcharge,Delhi,7,0.43571428571428567,0.0,stable,low
2025-W45,billing_overcharge,Delhi,6,0.38833333333333336,-14.29,decreasing,low
2025-W32,billing_overcharge,Hyderabad,1,0.42,0.0,stable,low
2025-W33,billing_overcharge,Hyderabad,8,0.31875000000000003,700.0,increasing,low
2025-W34,billing_overcharge,Hyderabad,6,0.3566666666666667,-25.0,decreasing,low
2025-W35,billing_overcharge,Hyderabad,5,0.318,-16.67,decreasing,low
2025-W36,billing_overcharge,Hyderabad,7,0.3842857142857143,40.0,increasing,low
2025-W37,billing_overcharge,Hyderabad,10,0.375,42.86,increasing,low
2025-W38,billing_overcharge,Hyderabad,7,0.3857142857142857,-30.0,decreasing,low
2025-W39,billing_overcharge,Hyderabad,7,0.39142857142857146,0.0,stable,low
2025-W40,billing_overcharge,Hyderabad,11,0.37454545454545457,57.14,increasing,low
2025-W41,billing_overcharge,Hyderabad,8,0.35875,-27.27,decreasing,low
2025-W42,billing_overcharge,Hyderabad,7,0.3671428571428571,-12.5,decreasing,low
2025-W43,billing_overcharge,Hyderabad,9,0.35444444444444445,28.57,increasing,low
2025-W44,billing_overcharge,Hyderabad,6,0.4066666666666667,-33.33,decreasing,low
2025-W32,billing_overcharge,Indore,3,0.41,0.0,stable,low
2025-W33,billing_overcharge,Indore,7,0.35714285714285715,133.33,increasing,low
2025-W34,billing_overcharge,Indore,8,0.3675,14.29,increasing,low
2025-W35,billing_overcharge,Indore,11,0.3572727272727273,37.5,increasing,low
2025-W36,billing_overcharge,Indore,4,0.2825,-63.64,decreasing,low
2025-W37,billing_overcharge,Indore,5,0.32799999999999996,25.0,increasing,low
2025-W38,billing_overcharge,Indore,4,0.3275,-20.0,decreasing,low
2025-W39,billing_overcharge,Indore,3,0.3833333333333333,-25.0,decreasing,low
2025-W40,billing_overcharge,Indore,8,0.34125,166.67,increasing,low
2025-W41,billing_overcharge,Indore,7,0.39,-12.5,decreasing,low
2025-W42,billing_overcharge,Indore,4,0.32,-42.86,decreasing,low
2025-W43,billing_overcharge,Indore,7,0.3842857142857143,75.0,increasing,low
2025-W44,billing_overcharge,Indore,5,0.378,-28.57,decreasing,low
2025-W45,billing_overcharge,Indore,3,0.4066666666666667,-40.0,decreasing,low
2025-W33,billing_overcharge,Jaipur,5,0.362,0.0,stable,low
2025-W34,billing_overcharge,Jaipur,8,0.29625,60.0,increasing,low
2025-W35,billing_overcharge,Jaipur,9,0.3188888888888889,12.5,increasing,low
2025-W36,billing_overcharge,Jaipur,9,0.33444444444444443,0.0,stable,low
2025-W37,billing_overcharge,Jaipur,7,0.3757142857142857,-22.22,decreasing,low
2025-W38,billing_overcharge,Jaipur,9,0.3844444444444444,28.57,increasing,low
2025-W39,billing_overcharge,Jaipur,2,0.545,-77.78,decreasing,low
2025-W40,billing_overcharge,Jaipur,2,0.315,0.0,stable,low
2025-W41,billing_overcharge,Jaipur,6,0.3116666666666667,200.0,increasing,low
2025-W42,billing_overcharge,Jaipur,3,0.3433333333333333,-50.0,decreasing,low
2025-W43,billing_overcharge,Jaipur,4,0.47750000000000004,33.33,increasing,low
2025-W44,billing_overcharge,Jaipur,9,0.33666666666666667,125.0,increasing,low
2025-W45,billing_overcharge,Jaipur,3,0.3333333333333333,-66.67,decreasing,low
2025-W32,billing_overcharge,Kochi,3,0.2933333333333333,0.0,stable,low
2025-W33,billing_overcharge,Kochi,4,0.4075,33.33,increasing,low
2025-W34,billing_overcharge,Kochi,8,0.4,100.0,increasing,low
2025-W35,billing_overcharge,Kochi,4,0.575,-50.0,decreasing,low
2025-W36,billing_overcharge,Kochi,5,0.354,25.0,increasing,low
2025-W37,billing_overcharge,Kochi,6,0.43166666666666664,20.0,increasing,low
2025-W38,billing_overcharge,Kochi,9,0.34777777777777774,50.0,increasing,low
2025-W39,billing_overcharge,Kochi,6,0.35333333333333333,-33.33,decreasing,low
2025-W40,billing_overcharge,Kochi,7,0.3842857142857143,16.67,increasing,low
2025-W41,billing_overcharge,Kochi,10,0.388,42.86,increasing,low
2025-W42,billing_overcharge,Kochi,10,0.327,0.0,stable,low
2025-W43,billing_overcharge,Kochi,3,0.3066666666666667,-70.0,decreasing,low
2025-W44,billing_overcharge,Kochi,2,0.315,-33.33,decreasing,low
2025-W45,billing_overcharge,Kochi,6,0.33666666666666667,200.0,increasing,low
2025-W32,billing_overcharge,Kolkata,3,0.2966666666666667,0.0,stable,low
2025-W33,billing_overcharge,Kolkata,10,0.365,233.33,increasing,low
2025-W34,billing_overcharge,Kolkata,9,0.38555555555555554,-10.0,decreasing,low
2025-W35,billing_overcharge,Kolkata,8,0.36875,-11.11,decreasing,low
2025-W36,billing_overcharge,Kolkata,12,0.3325,50.0,increasing,low
2025-W37,billing_overcharge,Kolkata,8,0.39,-33.33,decreasing,low
2025-W38,billing_overcharge,Kolkata,6,0.38999999999999996,-25.0,decreasing,low
2025-W39,billing_overcharge,Kolkata,6,0.34,0.0,stable,low
2025-W40,billing_overcharge,Kolkata,1,0.39,-83.33,decreasing,low
2025-W41,billing_overcharge,Kolkata,4,0.415,300.0,increasing,low
2025-W42,billing_overcharge,Kolkata,6,0.4033333333333333,50.0,increasing,low
2025-W43,billing_overcharge,Kolkata,3,0.29,-50.0,decreasing,low
2025-W44,billing_overcharge,Kolkata,6,0.33,100.0,increasing,low
2025-W45,billing_overcharge,Kolkata,3,0.41333333333333333,-50.0,decreasing,low
2025-W32,billing_overcharge,Lucknow,5,0.346,0.0,stable,low
2025-W33,billing_overcharge,Lucknow,7,0.3471428571428571,40.0,increasing,low
2025-W34,billing_overcharge,Lucknow,12,0.3433333333333333,71.43,increasing,low
2025-W35,billing_overcharge,Lucknow,4,0.4025,-66.67,decreasing,low
2025-W36,billing_overcharge,Lucknow,9,0.3133333333333333,125.0,increasing,low
2025-W37,billing_overcharge,Lucknow,7,0.35428571428571426,-22.22,decreasing,low
2025-W38,billing_overcharge,Lucknow,2,0.435,-71.43,decreasing,low
2025-W39,billing_overcharge,Lucknow,10,0.381,400.0,increasing,low
2025-W40,billing_overcharge,Lucknow,13,0.3,30.0,increasing,low
2025-W41,billing_overcharge,Lucknow,3,0.34,-76.92,decreasing,low
2025-W42,billing_overcharge,Lucknow,7,0.3757142857142857,133.33,increasing,low
2025-W43,billing_overcharge,Lucknow,5,0.414,-28.57,decreasing,low
2025-W44,billing_overcharge,Lucknow,8,0.26375,60.0,increasing,low
2025-W45,billing_overcharge,Lucknow,7,0.38571428571428573,-12.5,decreasing,low
2025-W32,billing_overcharge,Ludhiana,3,0.39999999999999997,0.0,stable,low
2025-W33,billing_overcharge,Ludhiana,10,0.41,233.33,increasing,low
2025-W34,billing_overcharge,Ludhiana,5,0.358,-50.0,decreasing,low
2025-W35,billing_overcharge,Ludhiana,12,0.3775,140.0,increasing,low
2025-W36,billing_overcharge,Ludhiana,6,0.325,-50.0,decreasing,low
2025-W37,billing_overcharge,Ludhiana,4,0.3925,-33.33,decreasing,low
2025-W38,billing_overcharge,Ludhiana,8,0.39,100.0,increasing,low
2025-W39,billing_overcharge,Ludhiana,8,0.3625,0.0,stable,low
2025-W40,billing_overcharge,Ludhiana,11,0.35454545454545455,37.5,increasing,low
2025-W41,billing_overcharge,Ludhiana,5,0.376,-54.55,decreasing,low
2025-W42,billing_overcharge,Ludhiana,14,0.38,180.0,increasing,low
2025-W43,billing_overcharge,Ludhiana,6,0.34,-57.14,decreasing,low
2025-W44,billing_overcharge,Ludhiana,8,0.40125,33.33,increasing,low
2025-W45,billing_overcharge,Ludhiana,3,0.4533333333333333,-62.5,decreasing,low
2025-W32,billing_overcharge,Mumbai,7,0.39999999999999997,0.0,stable,low
2025-W33,billing_overcharge,Mumbai,8,0.3775,14.29,increasing,low
2025-W34,billing_overcharge,Mumbai,8,0.42875,0.0,stable,low
2025-W35,billing_overcharge,Mumbai,6,0.3433333333333333,-25.0,decreasing,low
